key,0,1
#,,
offset,0,4
Int32,String,String
0,TEXT_REGNOR4YTCTWINS1_00643_ANOGG_000_001,你好啊旅行者，有事要问我吗？
1,TEXT_REGNOR4YTCTWINS1_00643_Q1_000_000,想了解什么？
2,TEXT_REGNOR4YTCTWINS1_00643_A1_000_001,关于科诺古
3,TEXT_REGNOR4YTCTWINS1_00643_A1_000_002,关于机械们
4,TEXT_REGNOR4YTCTWINS1_00643_A1_000_003,关于人造人
5,TEXT_REGNOR4YTCTWINS1_00643_A1_100_003,关于“钥匙”的调查
6,TEXT_REGNOR4YTCTWINS1_00643_A1_000_004,取消
7,TEXT_REGNOR4YTCTWINS1_00643_ANOGG_000_003,想知道我弟弟的事？<hex:02100103>他可以说是我的左右手，<hex:02100103>唯一的缺点就是太爱操心了，哈哈哈。
8,TEXT_REGNOR4YTCTWINS1_00643_ANOGG_000_004,在遗迹内部四处破坏的机械们……充满了谜团。<hex:02100103>话说回来……为什么谜团会这么吸引我呢！
9,TEXT_REGNOR4YTCTWINS1_00643_ANOGG_000_005,我一定会查明……<hex:02100103>机械生物到底为何物！
10,TEXT_REGNOR4YTCTWINS1_00643_ANOGG_000_006,人造人啊……我也在考虑这个问题。<hex:02100103>如果我能掌握此技术的话……那么世界也……<hex:02100103>哎呀，没什么……忘记我刚才说的话吧。
11,TEXT_REGNOR4YTCTWINS1_00643_ANOGG_000_007,想知道我正在调查的“钥匙”的事？
12,TEXT_REGNOR4YTCTWINS1_00643_ANOGG_000_008,现在为了让没能量了的“钥匙”复活，<hex:02100103>正在做一些调查。
13,TEXT_REGNOR4YTCTWINS1_00643_ANOGG_000_009,你拿到的<hex:022811FF0A>EventItem<hex:F61E901C0103><hex:02100103>与没能量了的“钥匙”……<hex:02100103>如何将二者结合起来……
14,TEXT_REGNOR4YTCTWINS1_00643_ANOGG_000_010,要想解决这个问题，还需要一些时间。<hex:02100103>但这并不是解决不了的问题！<hex:02100103>你就放心等我的好消息吧。
15,TEXT_REGNOR4YTCTWINS1_00643_KONOGG_000_050,你好啊，有什么事吗？
16,TEXT_REGNOR4YTCTWINS1_00643_Q2_000_000,想了解什么？
17,TEXT_REGNOR4YTCTWINS1_00643_A2_000_001,关于阿诺古
18,TEXT_REGNOR4YTCTWINS1_00643_A2_000_002,关于机械们
19,TEXT_REGNOR4YTCTWINS1_00643_A2_000_003,关于人造人
20,TEXT_REGNOR4YTCTWINS1_00643_A2_100_003,关于机械遗迹的调查
21,TEXT_REGNOR4YTCTWINS1_00643_A2_000_004,取消
22,TEXT_REGNOR4YTCTWINS1_00643_KONOGG_000_052,想知道我姐姐的事？<hex:02100103>阿诺古总是乱来……<hex:02100103>也不想想我这个当弟弟的有多担心，真是的！
23,TEXT_REGNOR4YTCTWINS1_00643_KONOGG_000_053,你也在想那些机械的事啊……<hex:02100103>那些机械好像是用各种杂乱的部件拼凑而成的。
24,TEXT_REGNOR4YTCTWINS1_00643_KONOGG_000_054,部件的组装方式也是各种各样，<hex:02100103>身体形状的区别也是很大呢。
25,TEXT_REGNOR4YTCTWINS1_00643_KONOGG_000_055,人造人啊……我也不太清楚呢。<hex:02100103>究竟是敌是友……毫无头绪……<hex:02100103>不管怎么样，现在只能小心谨慎地调查了。
26,TEXT_REGNOR4YTCTWINS1_00643_KONOGG_000_056,想知道我正在调查的机械遗迹的事？
27,TEXT_REGNOR4YTCTWINS1_00643_KONOGG_000_057,每次观察在机械遗迹发现的东西，<hex:02100103>都会有新的谜团出现……
28,TEXT_REGNOR4YTCTWINS1_00643_KONOGG_000_058,这些东西应该是使用了未知的技术……<hex:02100103>想要解开谜团，还需要很长时间。
29,TEXT_REGNOR4YTCTWINS1_00643_KONOGG_000_059,不过，我在非常努力认真地进行解析，<hex:02100103>肯定能解开谜团，你就安心等我的好消息吧！
30,TEXT_REGNOR4YTCTWINS1_00643_KONOGG_000_500,把想法传达给对方还真是困难呢……
