key,0,1
#,,
offset,0,4
Int32,String,String
0,TEXT_REGWILGLAGUILD_00063_MYLLA_000,嗯，来我们行会有何贵干？<hex:02100103>你想询问有关剑术的事情吗？
1,TEXT_REGWILGLAGUILD_00063_Q1_000_1,想了解什么？
2,TEXT_REGWILGLAGUILD_00063_A1_000_1,你是做什么的？
3,TEXT_REGWILGLAGUILD_00063_A1_000_2,什么是“剑术”？
4,TEXT_REGWILGLAGUILD_00063_A1_000_3,取消
5,TEXT_REGWILGLAGUILD_00063_MYLLA_010,我叫密拉，<hex:02100103>是剑术师行会的会长。<hex:02100103>不要因为我是女人就敢小看我。
6,TEXT_REGWILGLAGUILD_00063_MYLLA_011,我可以温柔地告诉你，<hex:02100103>我这个会长是以怎样的实力，来统率这群狂暴的剑术师们的。<hex:02100103>……当然是用剑来告诉你。
7,TEXT_REGWILGLAGUILD_00063_MYLLA_012,哼哼……开玩笑的。<hex:02100103>好了，你可以慢慢地参观学习下。<hex:02100103>不过小心不要随便出手，免得受伤。
8,TEXT_REGWILGLAGUILD_00063_MYLLA_020,“剑术”即用剑作为武器的战斗本领。<hex:02100103>在艾欧泽亚，剑是最普通的武器。
9,TEXT_REGWILGLAGUILD_00063_MYLLA_021,正因如此，那些一心想要在战斗道路上走下去的人，<hex:02100103>都会想要尝试一下用剑。<hex:02100103>为了让无法实现的梦想成为现实……
10,TEXT_REGWILGLAGUILD_00063_MYLLA_022,剑术师行会就是为了实现那些梦想而存在的。<hex:02100103>这里原本也是那些在斗技场上战斗的“剑斗士”的行会，<hex:02100103>许多冠军都是从这里走出的。
11,TEXT_REGWILGLAGUILD_00063_MYLLA_023,剑斗士所追求的，<hex:02100103>是让观众们狂热的勇猛剑术，<hex:02100103>以及华丽的胜利！
12,TEXT_REGWILGLAGUILD_00063_MYLLA_024,为此，剑术作为“魅惑之剑”，<hex:02100103>自古以来就在乌尔达哈十分盛行。
13,TEXT_REGWILGLAGUILD_00063_MYLLA_025,以装备的盾牌躲避敌人的攻击，<hex:02100103>在抵挡住对方的攻击后，<hex:02100103>再以起死回生的必杀技来扭转局势！
14,TEXT_REGWILGLAGUILD_00063_MYLLA_026,怎么样？是不是觉得十分美妙？<hex:02100103>勇猛且华丽……这就是剑术。<hex:02100103>而能够具备这两点的人，才算是最强的剑术师。
15,TEXT_REGWILGLAGUILD_00063_MYLLA_000_050,哎呀，是<hex:022903EB0203>啊！<hex:02100103>是什么风把你给吹来了。<hex:02100103>你有好好磨练剑术吗？
16,TEXT_REGWILGLAGUILD_00063_MYLLA_000_060,<hex:022903EB0203>，你来了。<hex:02100103>没想到你竟然成长为这么优秀的剑术师了。<hex:02100103>身为老师的我也觉得很自豪啊，呵呵……
17,TEXT_REGWILGLAGUILD_00063_MYLLA_000_070,皮平阁下把发生在王宫中的真相告诉了你经常出入的行会。<hex:02100103>没错，我相信你的剑是不会被邪恶污染的，<hex:02100103>毕竟是我培育出来的人！
18,TEXT_REGWILGLAGUILD_00063_MYLLA_000_071,我从皮平阁下那里听到消息了。<hex:02100103>之前伴随王宫骚乱产生的种种状况总算恢复了正常。<hex:02100103>请你也一往无前地继续挥舞手中的正义之剑吧。
19,TEXT_REGWILGLAGUILD_00063_MYLLA_400_000,这次的大会可是只有艾欧泽亚首屈一指的剑客们<hex:02100103>才能参加的特殊比赛。<hex:02100103>半吊子的实力可是无法获胜的。
20,TEXT_REGWILGLAGUILD_00063_MYLLA_400_001,差不多要开幕式了……<hex:02100103>离正式比赛还有一段时间，<hex:02100103>你做好准备再出场吧！
21,TEXT_REGWILGLAGUILD_00063_MYLLA_400_010,恭喜你赢得预赛！<hex:02100103>我也观看了你的比赛，真是精彩！
22,TEXT_REGWILGLAGUILD_00063_MYLLA_400_011,你下次再出场就是决赛。<hex:02100103>要和纳尔组的获胜者一决雌雄！
23,TEXT_REGWILGLAGUILD_00063_MYLLA_400_012,我作为纳尔组的参赛者，为了能和你一战也会拼尽全力的！<hex:02100103>希望你也能为我加油！
24,TEXT_REGWILGLAGUILD_00063_MYLLA_400_020,虽然没法和<hex:022903EB0203>比试很遗憾，<hex:02100103>但请你作为剑术师行会的一员连我的份也一起加油！
25,TEXT_REGWILGLAGUILD_00063_MYLLA_400_021,我很期待你和布莱克·罗塔斯的决战。<hex:02100103>真希望会是一场精彩的比赛，预祝你获得胜利。
26,TEXT_REGWILGLAGUILD_00063_MYLLA_400_030,离举办方准备重新举办决赛还需要一段时间。<hex:02100103>如果有什么新进展我会通知你的，希望你能稍等。
27,TEXT_REGWILGLAGUILD_00063_MYLLA_400_040,<hex:022903EB0203>，你来得正好。<hex:02100103>剑术师行会的大家看到你在乌尔王杯斗技大会上取得了优胜，<hex:02100103>连练习都更有动力了。
28,TEXT_REGWILGLAGUILD_00063_MYLLA_400_050,阿尔迪斯那家伙还是没有回来……
29,TEXT_REGWILGLAGUILD_00063_MYLLA_500_000,<hex:022903EB0203>，欢迎！<hex:02100103>每次看到你这位乌尔王杯斗技大会冠军过来<hex:02100103>大家都会更加卖力地进行训练，是不是很有意思？
30,TEXT_REGWILGLAGUILD_00063_MYLLA_800_000,
31,TEXT_REGWILGLAGUILD_00063_Q2_000_001,想了解什么？
32,TEXT_REGWILGLAGUILD_00063_A2_000_001,最近怎么样？
33,TEXT_REGWILGLAGUILD_00063_A2_000_002,什么是“剑术”？
34,TEXT_REGWILGLAGUILD_00063_A2_000_003,取消
35,TEXT_REGWILGLAGUILD_00063_MYLLA_000_100,最近啊……少在这里扯家常！<hex:02100103>我们都是在严峻的剑术之道上行走的年轻人，<hex:02100103>根本不需要增进感情，这些在剑术师行会都是多余的！
36,TEXT_REGWILGLAGUILD_00063_MYLLA_000_101,……虽说如此，不过你能来行会……<hex:02100103>我还是很高兴的……
37,TEXT_REGWILGLAGUILD_00063_MYLLA_000_102,……不、不过你可别误会啊！<hex:02100103>我只是觉得有个不错的练习对象，可以更好投入训练罢了！<hex:02100103>如果你懈怠了平日的锻炼，让剑生锈了我可不饶你！
38,TEXT_REGWILGLAGUILD_00063_MYLLA_000_110,行会最近还不错。<hex:02100103>剑斗士们的战绩喜人，而且新加入行会的剑术师也增多了。
39,TEXT_REGWILGLAGUILD_00063_MYLLA_000_111,不过，最后能剩下几个就不知道了。<hex:02100103>我作为魔鬼剑术师行会会长，<hex:02100103>训练严苛好像是在乌尔达哈都出了名的，呵呵……
40,TEXT_REGWILGLAGUILD_00063_MYLLA_000_112,对了，<hex:022903EB0203>。<hex:02100103>这么久没见了，要不要一起挥洒些汗水？<hex:02100103>……当然说的是练剑了。
41,TEXT_REGWILGLAGUILD_00063_MYLLA_400_100,行会的近况吗？<hex:02100103>自从你在乌尔王杯取得优胜，<hex:02100103>想入门剑术师行会的人络绎不绝。
42,TEXT_REGWILGLAGUILD_00063_MYLLA_400_101,大家为了成为像你一样厉害的剑士，<hex:02100103>每天都在刻苦训练。
