key,0,1
#,,
offset,0,4
Int32,String,String
0,TEXT_CLSGLA200_00263_SEQ_00,剑术师行会的密拉想委托给冒险者一份工作。
1,TEXT_CLSGLA200_00263_SEQ_01,剑术师受袭事件又死灰复燃了。犯人的魔爪终于伸向了剑术师行会。将特制恢复药交给金库灵柩亭的负伤的剑术师。
2,TEXT_CLSGLA200_00263_SEQ_02,据剑术师所说，他是在黑尘驿站附近被人袭击的。在周边进行调查，寻找能成为线索的证据。
3,TEXT_CLSGLA200_00263_SEQ_03,经过调查，获得了有力的证言和蝎纹戒指。回到金库灵柩亭，和负伤的剑术师谈谈。
4,TEXT_CLSGLA200_00263_SEQ_04,将蝎纹戒指交给情报商维蒙德，说不定能获得些情报。和翠玉大街的维蒙德谈谈。
5,TEXT_CLSGLA200_00263_SEQ_05,蝎纹戒指是犯罪团伙钳蝎帮的成员的。维蒙德说，此事很危险，最好不要插手。回到剑术师行会，向密拉报告。
6,TEXT_CLSGLA200_00263_SEQ_06,据说，钳蝎帮预谋在近期袭击白银集市。密拉不顾阿尔迪斯的劝阻，准备阻止此计划。前往白银集市，与密拉汇合。
7,TEXT_CLSGLA200_00263_SEQ_07,与行会中的伙伴齐心协力，赶走了袭击白银集市的盗贼团。见到盗贼团的首领，密拉很是震惊。回到剑术师行会，和密拉谈谈。
8,TEXT_CLSGLA200_00263_SEQ_08,钳蝎帮的首领名为利沃尔德。此人曾是名剑术师，与阿尔迪斯被并称为纳尔札尔双剑。密拉至今都为昔日的两好友吵翻一事痛心。他们三人间到底发生过什么事……<hex:02100103><hex:02100103>※剑术师的等级达到25级以上时，可以从密拉那里领取下一个剑术师任务。
9,TEXT_CLSGLA200_00263_SEQ_09,
10,TEXT_CLSGLA200_00263_SEQ_10,
11,TEXT_CLSGLA200_00263_SEQ_11,
12,TEXT_CLSGLA200_00263_SEQ_12,
13,TEXT_CLSGLA200_00263_SEQ_13,
14,TEXT_CLSGLA200_00263_SEQ_14,
15,TEXT_CLSGLA200_00263_SEQ_15,
16,TEXT_CLSGLA200_00263_SEQ_16,
17,TEXT_CLSGLA200_00263_SEQ_17,
18,TEXT_CLSGLA200_00263_SEQ_18,
19,TEXT_CLSGLA200_00263_SEQ_19,
20,TEXT_CLSGLA200_00263_SEQ_20,
21,TEXT_CLSGLA200_00263_SEQ_21,
22,TEXT_CLSGLA200_00263_SEQ_22,
23,TEXT_CLSGLA200_00263_SEQ_23,
24,TEXT_CLSGLA200_00263_TODO_00,将特制恢复药交给金库灵柩亭的负伤的剑术师
25,TEXT_CLSGLA200_00263_TODO_01,收集情报
26,TEXT_CLSGLA200_00263_TODO_02,寻找和犯人有关的证据
27,TEXT_CLSGLA200_00263_TODO_03,和负伤的剑术师对话
28,TEXT_CLSGLA200_00263_TODO_04,将蝎纹戒指交给翠玉大街的维蒙德
29,TEXT_CLSGLA200_00263_TODO_05,向剑术师行会的密拉报告
30,TEXT_CLSGLA200_00263_TODO_06,在白银集市和密拉汇合
31,TEXT_CLSGLA200_00263_TODO_07,向剑术师行会的密拉报告
32,TEXT_CLSGLA200_00263_TODO_08,
33,TEXT_CLSGLA200_00263_TODO_09,
34,TEXT_CLSGLA200_00263_TODO_10,
35,TEXT_CLSGLA200_00263_TODO_11,
36,TEXT_CLSGLA200_00263_TODO_12,
37,TEXT_CLSGLA200_00263_TODO_13,
38,TEXT_CLSGLA200_00263_TODO_14,
39,TEXT_CLSGLA200_00263_TODO_15,
40,TEXT_CLSGLA200_00263_TODO_16,
41,TEXT_CLSGLA200_00263_TODO_17,
42,TEXT_CLSGLA200_00263_TODO_18,
43,TEXT_CLSGLA200_00263_TODO_19,
44,TEXT_CLSGLA200_00263_TODO_20,
45,TEXT_CLSGLA200_00263_TODO_21,
46,TEXT_CLSGLA200_00263_TODO_22,
47,TEXT_CLSGLA200_00263_TODO_23,
48,TEXT_CLSGLA200_00263_MYLLA_000_1,<hex:022903EB0203>，你来啦，我等你好久了！<hex:02100103>咱们行会的人被偷袭，受了伤。
49,TEXT_CLSGLA200_00263_MYLLA_000_2,都是上次悬赏剑术师一事害的。<hex:02100103>虽说有仇必报是我做事的原则……<hex:02100103>但现在更重要的是照顾受伤的剑术师。
50,TEXT_CLSGLA200_00263_MYLLA_000_3,伤员在金库灵柩亭接受治疗。<hex:02100103>请你将这特制恢复药给他送去。<hex:02100103>拜托啦，<hex:022903EB0203>。等照顾好伤员我们再去报仇！
51,TEXT_CLSGLA200_00263_GUILDMEMBER_000_20,好疼啊……可恶……我太大意了……<hex:02100103>在黑尘驿站附近被人偷袭，还受了重伤……
52,TEXT_CLSGLA200_00263_GUILDMEMBER_000_21,谢谢你……<hex:02100103>我遇袭的那个地方并不偏僻，<hex:02100103>所以可能有人目击到了犯人，请你帮我去打听打听。
53,TEXT_CLSGLA200_00263_GUILDMEMBER_000_28,好疼……不好意思，<hex:02100103>请你去帮忙寻找证据……
54,TEXT_CLSGLA200_00263_NPC_000_30,删除
55,TEXT_CLSGLA200_00263_NPC_000_31,删除
56,TEXT_CLSGLA200_00263_NPC_000_40,嗯……的确有个奇怪的男人，<hex:02100103>在那里自言自语“计划”呀，<hex:02100103>“袭击集市”呀什么的……
57,TEXT_CLSGLA200_00263_NPC_000_50,删除
58,TEXT_CLSGLA200_00263_NPC_000_51,删除
59,TEXT_CLSGLA200_00263_NPC_000_60,我看见了！亲眼看见了！不会有错的！<hex:02100103>那邪恶的紫色袍子，肯定是刺客！<hex:02100103>一眨眼的工夫就从背后袭击了剑术师！
60,TEXT_CLSGLA200_00263_GUILDMEMBER_000_70,嗯……果然是职业杀手干的么……<hex:02100103>的确身手了得，但他到底是什么来头……<hex:02100103>嗯？你找到什么东西了么？
61,TEXT_CLSGLA200_00263_GUILDMEMBER_000_74,这戒指……是犯人掉的么？<hex:02100103>蝎纹……真是个令人不舒服的戒指。<hex:02100103>而且我还很在意他所说的“袭击集市”和“计划”……
62,TEXT_CLSGLA200_00263_GUILDMEMBER_000_75,乌尔达哈有个叫维蒙德的小气情报商。<hex:02100103>你去把戒指交给他，没准他知道些什么。
63,TEXT_CLSGLA200_00263_GUILDMEMBER_000_82,维蒙德应该在翠玉大街。<hex:02100103>拜托了！
64,TEXT_CLSGLA200_00263_WYMOND_000_100,你找我有事吗？<hex:02100103>你……是刚加入密拉那里的冒险者吧？<hex:02100103>你是为悬赏剑术师一事来的？
65,TEXT_CLSGLA200_00263_WYMOND_000_102,你！是从哪里得到这玩意的？！<hex:02100103>……你们这是在自找麻烦啊。<hex:02100103>而且还是个不得了的大麻烦……
66,TEXT_CLSGLA200_00263_WYMOND_000_103,……这戒指上的蝎纹，是某个团伙的标志。<hex:02100103>他们叫做钳蝎帮。
